Survived,Is_alone,Family_size_1,Family_size_2,Family_size_3,Family_size_4,Family_size_5,Family_size_6,Family_size_7,Family_size_8,Family_size_11,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Fare_scale,Age_1.0,Age_2.0,Age_3.0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.4771073601910807,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.3573083057891445,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4888542575852486,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.04438103794142432,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.5841789061771412,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.12491978668775715,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.15948266982273065,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47299819142581434,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.955306180872432,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3464013457401724,0,0,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.9462455716384695,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5049620073345151,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.9274538680872313,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5024451714361923,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.49237782784290063,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.12491978668775715,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.1621689579829361,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.016023023618325298,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.6484216535389205,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5029485386158568,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.49782998024351216,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.10478509950117394,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2052890831722074,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.3353272677875516,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.034313694348132716,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.18876253192945994,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.441497778832105,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.01870931177853076,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5064721088735089,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.3363340021468808,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.6603330135889879,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.35848215805212236,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.32425318983493084,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.13683114673782454,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.43700743807979686,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.3573908580066095,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.40974072380221066,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.33146744825388363,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4902797934380587,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.32425318983493084,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.002347544081197954,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3997582667846179,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.921244330558889,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49271407711891657,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.04438103794142432,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5063875431873253,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.034313694348132716,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.6484216535389205,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.08666388103324908,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3866707201133388,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4888542575852486,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.11988611489111134,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.1506737441786005,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.32425318983493084,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4902797934380587,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7469121684912956,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.08666388103324908,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.48910360681684706,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.26066180729354516,1,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.8964967865378598,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.06635974158478332,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49640476528021726,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.49640476528021726,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.18532384824750675,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47861979608830835,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.49078316061772326,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.5125125150294839,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.8314778546749452,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.3363340021468808,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.6323350375212924,0,0,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.042579288947925,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5029485386158568,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.13322534515222276,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4974960653257301,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.4888542575852486,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.8314778546749452,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4918744606632361,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.39858208016340624,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.13683114673782454,0,0,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.39858208016340624,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.43700743807979686,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.6484216535389205,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4918744606632361,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.45026210265472455,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.2958951755118318,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9.667166525013505,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.48457563655809965,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8964967865378598,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4626791642426904,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.2958951755118318,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.13683114673782454,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.18876253192945994,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.1506737441786005,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.44363577710162005,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49145565916975514,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.6067927997556075,1,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.49925551609632224,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.37828059596268965,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.48910360681684706,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5029485386158568,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3766033765200472,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.49271407711891657,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.5841789061771412,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.494391296561559,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.9327230485884233,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11913106412161445,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.3573908580066095,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4925449457465493,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.4902797934380587,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.12491978668775715,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3766033765200472,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11913106412161445,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.4029901895877646,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.3414522396297103,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3483299278831318,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.39858208016340624,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.457478374542396,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.494391296561559,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.9327230485884233,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.43700743807979686,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.3363340021468808,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4918744606632361,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.016023023618325298,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.5063875431873253,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4207302360686478,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47400492578514347,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.22559322262067316,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.4926295114327329,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.12491978668775715,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.4888542575852486,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.6067927997556075,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.2701412180209885,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.6484216535389205,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.32425318983493084,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.04370821849987721,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9.667166525013505,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.04438103794142432,0,1,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.9391984311231651,0,0,1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4.634416897040849,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.32425318983493084,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4888542575852486,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.7811411367084872,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.24069423801061057,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3866707201133388,0,1,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4207302360686478,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.18532384824750675,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.397241430886295,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.45714212526638004,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.6603330135889879,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.35646868933346404,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49145565916975514,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.41687275089321363,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.093228788100527,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.35646868933346404,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5049620073345151,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5028639729296732,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.7677408088510642,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4918744606632361,1,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.921244330558889,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1489119590497745,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.49237782784290063,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.1621689579829361,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4800453319411184,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.45714212526638004,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4902797934380587,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.43700743807979686,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5029485386158568,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.18532384824750675,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.397241430886295,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4926295114327329,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.6067927997556075,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.5028639729296732,1,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.49925551609632224,1,0,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.04438103794142432,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-0.17626323901354432,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5064721088735089,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5024451714361923,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.4974960653257301,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.06199888922968463,1,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-0.23415046467497105,1,0,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.9462455716384695,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.12491978668775715,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.7519458402879414,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.030371322596999754,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.1263453225405672,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.4735861242916626,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5028639729296732,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.1621689579829361,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.11988611489111134,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.7677408088510642,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.47694056317694733,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5079822104125026,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4918744606632361,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.6484216535389205,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.4918744606632361,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.4207302360686478,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4896093083547455,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.1621689579829361,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.43700743807979686,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.01870931177853076,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.6484216535389205,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.4888542575852486,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.09664633805084172,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5185529211854588,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.08666388103324908,1,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.2341715984066093,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47400492578514347,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.6484216535389205,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.397241430886295,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.1506737441786005,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5084855775921673,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.48910360681684706,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.09664633805084172,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.962353321387736,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.3573908580066095,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.2708962687904854,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5028639729296732,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4902797934380587,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.48130374989027985,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0259447039291216,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47400492578514347,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.48910360681684706,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.05042144409739929,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4888542575852486,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.43700743807979686,1,0,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.024246350754841113,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5188046047752911,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47400492578514347,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49640476528021726,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.7519458402879414,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.016023023618325298,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.145663540471827,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.01870931177853076,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4918744606632361,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.3414522396297103,1,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.14488502161245778,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.12491978668775715,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.4601623283443675,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.671117778445337,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.26066180729354516,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5028639729296732,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.36435544630444866,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.41687275089321363,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.1263453225405672,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.7519458402879414,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3866707201133388,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.3693891181010945,0,1,0
